transaction_id,amount,failure_code,risk_score,risk_level,root_cause,recommended_action,policy_result,final_action,status,amount_recovered,attempts,description,cost
TX00254,57065.27,INSUFFICIENT_FUNDS,55,MEDIUM,insufficient_funds,stop_recovery,ESCALATE,escalate_to_human,FAILURE,0.0,1,Case escalated to human review. Automated recovery paused.,100.0
TX00255,15578.34,INSUFFICIENT_FUNDS,19,LOW,insufficient_funds,create_payment_link,APPROVED,create_payment_link,SUCCESS,15578.34,1,"Action 'create_payment_link' executed successfully. Recovered INR 15,578.34.",2.0
TX00256,22774.0,LIMIT_EXCEEDED,34,MEDIUM,limit_exceeded,mark_promise_to_pay,APPROVED,mark_promise_to_pay,SUCCESS,22774.0,1,"Action 'mark_promise_to_pay' executed successfully. Recovered INR 22,774.00.",1.0
TX00257,9789.11,BANK_TIMEOUT,16,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,9789.11,1,"Action 'schedule_retry' executed successfully. Recovered INR 9,789.11.",1.0
TX00258,12715.88,INSUFFICIENT_FUNDS,33,MEDIUM,insufficient_funds,create_payment_link,APPROVED,create_payment_link,SUCCESS,12715.88,1,"Action 'create_payment_link' executed successfully. Recovered INR 12,715.88.",2.0
TX00259,12454.36,BANK_TIMEOUT,12,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,12454.36,1,"Action 'schedule_retry' executed successfully. Recovered INR 12,454.36.",1.0
TX00260,24369.16,TEMPORARY_BANK_ERROR,35,MEDIUM,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,24369.16,1,"Action 'schedule_retry' executed successfully. Recovered INR 24,369.16.",1.0
TX00261,23658.44,BANK_TIMEOUT,51,MEDIUM,temporary_bank_failure,stop_recovery,ESCALATE,escalate_to_human,FAILURE,0.0,1,Case escalated to human review. Automated recovery paused.,100.0
TX00262,15443.74,INSUFFICIENT_FUNDS,19,LOW,insufficient_funds,create_payment_link,APPROVED,create_payment_link,SUCCESS,15443.74,1,"Action 'create_payment_link' executed successfully. Recovered INR 15,443.74.",2.0
TX00263,22697.54,INSUFFICIENT_FUNDS,29,LOW,insufficient_funds,create_payment_link,APPROVED,create_payment_link,SUCCESS,22697.54,1,"Action 'create_payment_link' executed successfully. Recovered INR 22,697.54.",2.0
TX00264,20022.56,TEMPORARY_BANK_ERROR,32,MEDIUM,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,20022.56,1,"Action 'schedule_retry' executed successfully. Recovered INR 20,022.56.",1.0
TX00265,22877.54,BANK_TIMEOUT,19,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,22877.54,1,"Action 'schedule_retry' executed successfully. Recovered INR 22,877.54.",1.0
TX00266,21975.22,CUSTOMER_DECLINED,60,MEDIUM,customer_declined,stop_recovery,ESCALATE,escalate_to_human,FAILURE,0.0,1,Case escalated to human review. Automated recovery paused.,100.0
TX00267,5085.58,BANK_TIMEOUT,8,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,5085.58,1,"Action 'schedule_retry' executed successfully. Recovered INR 5,085.58.",1.0
TX00268,15051.2,INSUFFICIENT_FUNDS,19,LOW,insufficient_funds,create_payment_link,APPROVED,create_payment_link,SUCCESS,15051.2,1,"Action 'create_payment_link' executed successfully. Recovered INR 15,051.20.",2.0
TX00269,15254.97,INSUFFICIENT_FUNDS,19,LOW,insufficient_funds,create_payment_link,APPROVED,create_payment_link,SUCCESS,15254.97,1,"Action 'create_payment_link' executed successfully. Recovered INR 15,254.97.",2.0
TX00270,6021.06,CARD_EXPIRED,24,LOW,expired_card,mark_promise_to_pay,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00271,18989.75,BANK_TIMEOUT,21,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,18989.75,1,"Action 'schedule_retry' executed successfully. Recovered INR 18,989.75.",1.0
TX00272,10932.36,INSUFFICIENT_FUNDS,32,MEDIUM,insufficient_funds,send_payment_reminder,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00273,18616.22,INSUFFICIENT_FUNDS,21,LOW,insufficient_funds,mark_promise_to_pay,APPROVED,mark_promise_to_pay,SUCCESS,18616.22,1,"Action 'mark_promise_to_pay' executed successfully. Recovered INR 18,616.22.",1.0
TX00274,11648.37,LIMIT_EXCEEDED,27,LOW,limit_exceeded,mark_promise_to_pay,APPROVED,mark_promise_to_pay,SUCCESS,11648.37,1,"Action 'mark_promise_to_pay' executed successfully. Recovered INR 11,648.37.",1.0
TX00275,13093.49,CUSTOMER_DECLINED,30,LOW,customer_declined,mark_promise_to_pay,APPROVED,mark_promise_to_pay,SUCCESS,13093.49,1,"Action 'mark_promise_to_pay' executed successfully. Recovered INR 13,093.49.",1.0
TX00276,7476.32,INSUFFICIENT_FUNDS,14,LOW,insufficient_funds,create_payment_link,APPROVED,create_payment_link,SUCCESS,7476.32,1,"Action 'create_payment_link' executed successfully. Recovered INR 7,476.32.",2.0
TX00277,16264.88,CARD_EXPIRED,30,LOW,expired_card,create_payment_link,APPROVED,create_payment_link,SUCCESS,16264.88,1,"Action 'create_payment_link' executed successfully. Recovered INR 16,264.88.",2.0
TX00278,10590.85,BANK_TIMEOUT,26,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,10590.85,1,"Action 'schedule_retry' executed successfully. Recovered INR 10,590.85.",1.0
TX00279,2700.38,INSUFFICIENT_FUNDS,12,LOW,insufficient_funds,create_payment_link,APPROVED,create_payment_link,SUCCESS,2700.38,1,"Action 'create_payment_link' executed successfully. Recovered INR 2,700.38.",2.0
TX00280,17731.93,TEMPORARY_BANK_ERROR,31,MEDIUM,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,17731.93,1,"Action 'schedule_retry' executed successfully. Recovered INR 17,731.93.",1.0
TX00281,4401.55,TEMPORARY_BANK_ERROR,8,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,4401.55,1,"Action 'schedule_retry' executed successfully. Recovered INR 4,401.55.",1.0
TX00282,4455.83,BANK_TIMEOUT,33,MEDIUM,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,4455.83,1,"Action 'schedule_retry' executed successfully. Recovered INR 4,455.83.",1.0
TX00283,4908.98,CUSTOMER_DECLINED,18,LOW,customer_declined,mark_promise_to_pay,APPROVED,mark_promise_to_pay,SUCCESS,4908.98,1,"Action 'mark_promise_to_pay' executed successfully. Recovered INR 4,908.98.",1.0
TX00284,21372.03,CARD_EXPIRED,33,MEDIUM,expired_card,create_payment_link,APPROVED,create_payment_link,SUCCESS,21372.03,1,"Action 'create_payment_link' executed successfully. Recovered INR 21,372.03.",2.0
TX00285,10507.69,INSUFFICIENT_FUNDS,41,MEDIUM,insufficient_funds,create_payment_link,APPROVED,create_payment_link,SUCCESS,10507.69,1,"Action 'create_payment_link' executed successfully. Recovered INR 10,507.69.",2.0
TX00286,14104.19,BANK_TIMEOUT,22,LOW,temporary_bank_failure,retry_payment,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00287,16774.72,TEMPORARY_BANK_ERROR,15,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,16774.72,1,"Action 'schedule_retry' executed successfully. Recovered INR 16,774.72.",1.0
TX00288,15410.59,INSUFFICIENT_FUNDS,19,LOW,insufficient_funds,create_payment_link,APPROVED,create_payment_link,SUCCESS,15410.59,1,"Action 'create_payment_link' executed successfully. Recovered INR 15,410.59.",2.0
TX00289,1374.5,TEMPORARY_BANK_ERROR,18,LOW,temporary_bank_failure,retry_payment,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00290,11987.93,INSUFFICIENT_FUNDS,42,MEDIUM,insufficient_funds,send_payment_reminder,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00291,5600.84,BANK_TIMEOUT,8,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,5600.84,1,"Action 'schedule_retry' executed successfully. Recovered INR 5,600.84.",1.0
TX00292,15256.58,TEMPORARY_BANK_ERROR,14,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,15256.58,1,"Action 'schedule_retry' executed successfully. Recovered INR 15,256.58.",1.0
TX00293,3665.0,INSUFFICIENT_FUNDS,12,LOW,insufficient_funds,schedule_retry,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00294,6178.41,CUSTOMER_DECLINED,19,LOW,customer_declined,mark_promise_to_pay,APPROVED,mark_promise_to_pay,SUCCESS,6178.41,1,"Action 'mark_promise_to_pay' executed successfully. Recovered INR 6,178.41.",1.0
TX00295,18494.23,CARD_EXPIRED,31,MEDIUM,expired_card,create_payment_link,APPROVED,create_payment_link,SUCCESS,18494.23,1,"Action 'create_payment_link' executed successfully. Recovered INR 18,494.23.",2.0
TX00296,5681.05,TEMPORARY_BANK_ERROR,23,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,5681.05,1,"Action 'schedule_retry' executed successfully. Recovered INR 5,681.05.",1.0
TX00297,19215.6,INSUFFICIENT_FUNDS,22,LOW,insufficient_funds,create_payment_link,APPROVED,create_payment_link,SUCCESS,19215.6,1,"Action 'create_payment_link' executed successfully. Recovered INR 19,215.60.",2.0
TX00298,20801.84,TEMPORARY_BANK_ERROR,18,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,20801.84,1,"Action 'schedule_retry' executed successfully. Recovered INR 20,801.84.",1.0
TX00299,12248.49,INSUFFICIENT_FUNDS,17,LOW,insufficient_funds,create_payment_link,APPROVED,create_payment_link,SUCCESS,12248.49,1,"Action 'create_payment_link' executed successfully. Recovered INR 12,248.49.",2.0
TX00300,10600.45,BANK_TIMEOUT,11,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,10600.45,1,"Action 'schedule_retry' executed successfully. Recovered INR 10,600.45.",1.0
TX00301,956.73,INSUFFICIENT_FUNDS,11,LOW,insufficient_funds,create_payment_link,APPROVED,create_payment_link,SUCCESS,956.73,1,Action 'create_payment_link' executed successfully. Recovered INR 956.73.,2.0
TX00302,8775.32,INSUFFICIENT_FUNDS,15,LOW,insufficient_funds,create_payment_link,APPROVED,create_payment_link,SUCCESS,8775.32,1,"Action 'create_payment_link' executed successfully. Recovered INR 8,775.32.",2.0
TX00303,3351.01,CARD_EXPIRED,37,MEDIUM,expired_card,schedule_retry,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00304,6298.47,CARD_EXPIRED,24,LOW,expired_card,mark_promise_to_pay,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00305,1412.44,LIMIT_EXCEEDED,43,MEDIUM,limit_exceeded,mark_promise_to_pay,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00306,8798.83,CARD_EXPIRED,40,MEDIUM,expired_card,create_payment_link,APPROVED,create_payment_link,SUCCESS,8798.83,1,"Action 'create_payment_link' executed successfully. Recovered INR 8,798.83.",2.0
TX00307,23387.78,CUSTOMER_DECLINED,36,MEDIUM,customer_declined,create_payment_link,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00308,13245.21,TEMPORARY_BANK_ERROR,18,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,13245.21,1,"Action 'schedule_retry' executed successfully. Recovered INR 13,245.21.",1.0
TX00309,22196.14,INSUFFICIENT_FUNDS,28,LOW,insufficient_funds,send_payment_reminder,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00310,16087.96,TEMPORARY_BANK_ERROR,47,MEDIUM,temporary_bank_failure,retry_payment,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00311,7152.76,TEMPORARY_BANK_ERROR,9,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,7152.76,1,"Action 'schedule_retry' executed successfully. Recovered INR 7,152.76.",1.0
TX00312,13904.52,BANK_TIMEOUT,28,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,13904.52,1,"Action 'schedule_retry' executed successfully. Recovered INR 13,904.52.",1.0
TX00313,22270.73,INSUFFICIENT_FUNDS,48,MEDIUM,insufficient_funds,create_payment_link,APPROVED,create_payment_link,SUCCESS,22270.73,1,"Action 'create_payment_link' executed successfully. Recovered INR 22,270.73.",2.0
TX00314,1812.72,TEMPORARY_BANK_ERROR,11,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,1812.72,1,"Action 'schedule_retry' executed successfully. Recovered INR 1,812.72.",1.0
TX00315,8123.55,CARD_EXPIRED,25,LOW,expired_card,create_payment_link,APPROVED,create_payment_link,SUCCESS,8123.55,1,"Action 'create_payment_link' executed successfully. Recovered INR 8,123.55.",2.0
TX00316,2767.15,INSUFFICIENT_FUNDS,12,LOW,insufficient_funds,create_payment_link,APPROVED,create_payment_link,SUCCESS,2767.15,1,"Action 'create_payment_link' executed successfully. Recovered INR 2,767.15.",2.0
TX00317,23617.74,LIMIT_EXCEEDED,34,MEDIUM,limit_exceeded,create_payment_link,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00318,16730.41,INSUFFICIENT_FUNDS,20,LOW,insufficient_funds,create_payment_link,APPROVED,create_payment_link,SUCCESS,16730.41,1,"Action 'create_payment_link' executed successfully. Recovered INR 16,730.41.",2.0
TX00319,21136.7,CARD_EXPIRED,38,MEDIUM,expired_card,mark_promise_to_pay,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00320,19940.89,INSUFFICIENT_FUNDS,22,LOW,insufficient_funds,send_payment_reminder,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00321,6321.24,INSUFFICIENT_FUNDS,26,LOW,insufficient_funds,send_payment_reminder,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00322,14919.67,INSUFFICIENT_FUNDS,34,MEDIUM,insufficient_funds,send_payment_reminder,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00323,2400.62,INSUFFICIENT_FUNDS,11,LOW,insufficient_funds,create_payment_link,APPROVED,create_payment_link,SUCCESS,2400.62,1,"Action 'create_payment_link' executed successfully. Recovered INR 2,400.62.",2.0
TX00324,2882.76,BANK_TIMEOUT,7,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,2882.76,1,"Action 'schedule_retry' executed successfully. Recovered INR 2,882.76.",1.0
TX00325,16237.73,BANK_TIMEOUT,30,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,16237.73,1,"Action 'schedule_retry' executed successfully. Recovered INR 16,237.73.",1.0
TX00326,18972.7,BANK_TIMEOUT,16,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,18972.7,1,"Action 'schedule_retry' executed successfully. Recovered INR 18,972.70.",1.0
TX00327,17129.01,TEMPORARY_BANK_ERROR,30,LOW,temporary_bank_failure,retry_payment,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00328,22828.88,INSUFFICIENT_FUNDS,39,MEDIUM,insufficient_funds,send_payment_reminder,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00329,22486.25,BANK_TIMEOUT,34,MEDIUM,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,22486.25,1,"Action 'schedule_retry' executed successfully. Recovered INR 22,486.25.",1.0
TX00330,17634.21,INSUFFICIENT_FUNDS,26,LOW,insufficient_funds,create_payment_link,APPROVED,create_payment_link,SUCCESS,17634.21,1,"Action 'create_payment_link' executed successfully. Recovered INR 17,634.21.",2.0
TX00331,16664.7,BANK_TIMEOUT,30,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,16664.7,1,"Action 'schedule_retry' executed successfully. Recovered INR 16,664.70.",1.0
TX00332,24837.93,BANK_TIMEOUT,20,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,24837.93,1,"Action 'schedule_retry' executed successfully. Recovered INR 24,837.93.",1.0
TX00333,24661.31,BANK_TIMEOUT,20,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,24661.31,1,"Action 'schedule_retry' executed successfully. Recovered INR 24,661.31.",1.0
TX00334,15707.26,INSUFFICIENT_FUNDS,19,LOW,insufficient_funds,create_payment_link,APPROVED,create_payment_link,SUCCESS,15707.26,1,"Action 'create_payment_link' executed successfully. Recovered INR 15,707.26.",2.0
TX00335,15251.59,INSUFFICIENT_FUNDS,24,LOW,insufficient_funds,create_payment_link,APPROVED,create_payment_link,SUCCESS,15251.59,1,"Action 'create_payment_link' executed successfully. Recovered INR 15,251.59.",2.0
TX00336,13826.46,BANK_TIMEOUT,13,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,13826.46,1,"Action 'schedule_retry' executed successfully. Recovered INR 13,826.46.",1.0
TX00337,23966.4,BANK_TIMEOUT,44,MEDIUM,temporary_bank_failure,stop_recovery,ESCALATE,escalate_to_human,FAILURE,0.0,1,Case escalated to human review. Automated recovery paused.,100.0
TX00338,2408.92,BANK_TIMEOUT,11,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,2408.92,1,"Action 'schedule_retry' executed successfully. Recovered INR 2,408.92.",1.0
TX00339,15961.98,TEMPORARY_BANK_ERROR,30,LOW,temporary_bank_failure,retry_payment,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00340,22607.74,CARD_EXPIRED,49,MEDIUM,expired_card,create_payment_link,APPROVED,create_payment_link,SUCCESS,22607.74,1,"Action 'create_payment_link' executed successfully. Recovered INR 22,607.74.",2.0
TX00341,75757.55,TEMPORARY_BANK_ERROR,35,MEDIUM,temporary_bank_failure,stop_recovery,ESCALATE,escalate_to_human,FAILURE,0.0,1,Case escalated to human review. Automated recovery paused.,100.0
TX00342,1759.53,CARD_EXPIRED,33,MEDIUM,expired_card,mark_promise_to_pay,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00343,21275.26,TEMPORARY_BANK_ERROR,18,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,21275.26,1,"Action 'schedule_retry' executed successfully. Recovered INR 21,275.26.",1.0
TX00344,15233.25,CARD_EXPIRED,29,LOW,expired_card,schedule_retry,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00345,6263.18,CARD_EXPIRED,34,MEDIUM,expired_card,mark_promise_to_pay,APPROVED,mark_promise_to_pay,SUCCESS,6263.18,1,"Action 'mark_promise_to_pay' executed successfully. Recovered INR 6,263.18.",1.0
TX00346,20550.06,CARD_EXPIRED,32,MEDIUM,expired_card,create_payment_link,APPROVED,create_payment_link,SUCCESS,20550.06,1,"Action 'create_payment_link' executed successfully. Recovered INR 20,550.06.",2.0
TX00347,14597.28,BANK_TIMEOUT,36,MEDIUM,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,14597.28,1,"Action 'schedule_retry' executed successfully. Recovered INR 14,597.28.",1.0
TX00348,18706.07,TEMPORARY_BANK_ERROR,21,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,18706.07,1,"Action 'schedule_retry' executed successfully. Recovered INR 18,706.07.",1.0
TX00349,11107.52,LIMIT_EXCEEDED,27,LOW,limit_exceeded,mark_promise_to_pay,APPROVED,mark_promise_to_pay,SUCCESS,11107.52,1,"Action 'mark_promise_to_pay' executed successfully. Recovered INR 11,107.52.",1.0
TX00350,1500.83,INSUFFICIENT_FUNDS,11,LOW,insufficient_funds,create_payment_link,APPROVED,create_payment_link,SUCCESS,1500.83,1,"Action 'create_payment_link' executed successfully. Recovered INR 1,500.83.",2.0
TX00351,7016.94,TEMPORARY_BANK_ERROR,9,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,7016.94,1,"Action 'schedule_retry' executed successfully. Recovered INR 7,016.94.",1.0
TX00352,14864.87,INSUFFICIENT_FUNDS,19,LOW,insufficient_funds,create_payment_link,APPROVED,create_payment_link,SUCCESS,14864.87,1,"Action 'create_payment_link' executed successfully. Recovered INR 14,864.87.",2.0
TX00353,25466.19,BANK_TIMEOUT,35,MEDIUM,temporary_bank_failure,stop_recovery,ESCALATE,escalate_to_human,FAILURE,0.0,1,Case escalated to human review. Automated recovery paused.,100.0
TX00354,7412.45,BANK_TIMEOUT,14,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,7412.45,1,"Action 'schedule_retry' executed successfully. Recovered INR 7,412.45.",1.0
TX00355,5790.52,INSUFFICIENT_FUNDS,14,LOW,insufficient_funds,create_payment_link,APPROVED,create_payment_link,SUCCESS,5790.52,1,"Action 'create_payment_link' executed successfully. Recovered INR 5,790.52.",2.0
TX00356,19138.13,INSUFFICIENT_FUNDS,36,MEDIUM,insufficient_funds,create_payment_link,APPROVED,create_payment_link,SUCCESS,19138.13,1,"Action 'create_payment_link' executed successfully. Recovered INR 19,138.13.",2.0
TX00357,16615.66,INSUFFICIENT_FUNDS,27,LOW,insufficient_funds,schedule_retry,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00358,8391.06,CARD_EXPIRED,25,LOW,expired_card,create_payment_link,APPROVED,create_payment_link,SUCCESS,8391.06,1,"Action 'create_payment_link' executed successfully. Recovered INR 8,391.06.",2.0
TX00359,20332.34,INSUFFICIENT_FUNDS,22,LOW,insufficient_funds,create_payment_link,APPROVED,create_payment_link,SUCCESS,20332.34,1,"Action 'create_payment_link' executed successfully. Recovered INR 20,332.34.",2.0
TX00360,3145.7,CARD_EXPIRED,22,LOW,expired_card,mark_promise_to_pay,APPROVED,mark_promise_to_pay,SUCCESS,3145.7,1,"Action 'mark_promise_to_pay' executed successfully. Recovered INR 3,145.70.",1.0
TX00361,2279.24,CARD_EXPIRED,26,LOW,expired_card,mark_promise_to_pay,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00362,521.17,INSUFFICIENT_FUNDS,10,LOW,insufficient_funds,create_payment_link,APPROVED,create_payment_link,SUCCESS,521.17,1,Action 'create_payment_link' executed successfully. Recovered INR 521.17.,2.0
TX00363,13075.35,INSUFFICIENT_FUNDS,23,LOW,insufficient_funds,create_payment_link,APPROVED,create_payment_link,SUCCESS,13075.35,1,"Action 'create_payment_link' executed successfully. Recovered INR 13,075.35.",2.0
TX00364,9879.94,CARD_EXPIRED,41,MEDIUM,expired_card,create_payment_link,APPROVED,create_payment_link,SUCCESS,9879.94,1,"Action 'create_payment_link' executed successfully. Recovered INR 9,879.94.",2.0
TX00365,7889.01,INSUFFICIENT_FUNDS,15,LOW,insufficient_funds,create_payment_link,APPROVED,create_payment_link,SUCCESS,7889.01,1,"Action 'create_payment_link' executed successfully. Recovered INR 7,889.01.",2.0
TX00366,11715.2,INSUFFICIENT_FUNDS,49,MEDIUM,insufficient_funds,send_payment_reminder,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00367,17479.53,INSUFFICIENT_FUNDS,20,LOW,insufficient_funds,create_payment_link,APPROVED,create_payment_link,SUCCESS,17479.53,1,"Action 'create_payment_link' executed successfully. Recovered INR 17,479.53.",2.0
TX00368,3914.61,BANK_TIMEOUT,39,MEDIUM,temporary_bank_failure,stop_recovery,ESCALATE,escalate_to_human,FAILURE,0.0,1,Case escalated to human review. Automated recovery paused.,100.0
TX00369,12692.29,CUSTOMER_DECLINED,38,MEDIUM,customer_declined,schedule_retry,APPROVED,schedule_retry,SUCCESS,12692.29,1,"Action 'schedule_retry' executed successfully. Recovered INR 12,692.29.",1.0
TX00370,1544.67,TEMPORARY_BANK_ERROR,31,MEDIUM,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,1544.67,1,"Action 'schedule_retry' executed successfully. Recovered INR 1,544.67.",1.0
TX00371,13592.1,INSUFFICIENT_FUNDS,21,LOW,insufficient_funds,mark_promise_to_pay,APPROVED,mark_promise_to_pay,SUCCESS,13592.1,1,"Action 'mark_promise_to_pay' executed successfully. Recovered INR 13,592.10.",1.0
TX00372,11997.76,BANK_TIMEOUT,47,MEDIUM,temporary_bank_failure,retry_payment,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00373,20526.04,INSUFFICIENT_FUNDS,27,LOW,insufficient_funds,create_payment_link,APPROVED,create_payment_link,SUCCESS,20526.04,1,"Action 'create_payment_link' executed successfully. Recovered INR 20,526.04.",2.0
TX00374,19999.88,BANK_TIMEOUT,17,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,19999.88,1,"Action 'schedule_retry' executed successfully. Recovered INR 19,999.88.",1.0
TX00375,3447.58,INSUFFICIENT_FUNDS,12,LOW,insufficient_funds,mark_promise_to_pay,APPROVED,mark_promise_to_pay,SUCCESS,3447.58,1,"Action 'mark_promise_to_pay' executed successfully. Recovered INR 3,447.58.",1.0
TX00376,8686.29,TEMPORARY_BANK_ERROR,25,LOW,temporary_bank_failure,retry_payment,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00377,6444.93,BANK_TIMEOUT,9,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,6444.93,1,"Action 'schedule_retry' executed successfully. Recovered INR 6,444.93.",1.0
TX00378,51783.21,BANK_TIMEOUT,35,MEDIUM,temporary_bank_failure,stop_recovery,ESCALATE,escalate_to_human,FAILURE,0.0,1,Case escalated to human review. Automated recovery paused.,100.0
TX00379,20200.85,INSUFFICIENT_FUNDS,22,LOW,insufficient_funds,create_payment_link,APPROVED,create_payment_link,SUCCESS,20200.85,1,"Action 'create_payment_link' executed successfully. Recovered INR 20,200.85.",2.0
TX00380,6337.79,INSUFFICIENT_FUNDS,29,LOW,insufficient_funds,send_payment_reminder,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00381,15803.48,TEMPORARY_BANK_ERROR,30,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,15803.48,1,"Action 'schedule_retry' executed successfully. Recovered INR 15,803.48.",1.0
TX00382,21550.64,INSUFFICIENT_FUNDS,38,MEDIUM,insufficient_funds,create_payment_link,APPROVED,create_payment_link,SUCCESS,21550.64,1,"Action 'create_payment_link' executed successfully. Recovered INR 21,550.64.",2.0
TX00383,3249.37,INSUFFICIENT_FUNDS,12,LOW,insufficient_funds,mark_promise_to_pay,APPROVED,mark_promise_to_pay,SUCCESS,3249.37,1,"Action 'mark_promise_to_pay' executed successfully. Recovered INR 3,249.37.",1.0
